76,38,2496,1146,0,340
76,38,2498,1145,-27,364
76,38,2499,1161,10,473
76,38,2500,1138,0,500
76,38,2500,1161,0,473
76,38,2500,1171,0,421
74,39,2429,1191,-236,441
74,39,2436,1202,-478,144
74,39,2436,1204,-361,345
74,39,2478,1264,-446,43
126,47,3964,1562,488,-109
126,47,3967,1565,500,0
126,47,3967,1566,498,-37
126,47,3967,1566,500,0
126,47,3968,1563,470,-167
126,47,3968,1564,478,-144
126,47,3968,1564,492,-85
126,47,3968,1564,500,0
126,47,3969,1565,498,-48
126,47,3970,1565,496,-60
126,47,3970,1565,500,0
126,47,3976,1506,361,345
126,47,3988,1573,0,-500
126,47,4013,1551,-21,-211
126,47,4022,1548,141,75
126,47,4022,1556,-20,16
126,47,4024,1550,209,200
126,47,4055,1450,441,236
126,47,4057,1446,402,296
125,46,3923,1500,500,11
125,46,3923,1507,500,11
125,46,3924,1479,500,0
125,46,3933,1530,408,-287
125,46,3936,1542,321,-307
125,46,3936,1551,321,-307
125,46,3937,1534,349,-316
125,46,3938,1533,340,-325
125,46,3939,1533,340,-325
125,46,3940,1539,340,-325
125,46,3940,1545,340,-325
125,46,3940,1548,340,-325
125,46,3943,1532,351,-351
125,46,3943,1534,351,-351
125,46,3943,1535,351,-351
125,46,3943,1541,351,-351
125,46,3943,1544,351,-351
125,46,3946,1520,353,-353
125,46,3964,1500,369,18
125,46,3976,1552,148,-450
125,46,3988,1558,0,-500
125,46,3994,1520,131,317
125,46,3997,1432,-20,395
125,49,3924,1565,500,0
125,49,3924,1571,392,-38
125,49,3927,1566,335,0
125,49,3928,1566,314,0
125,49,3928,1567,340,-8
125,49,3928,1568,314,0
125,49,3928,1569,314,0
125,49,3928,1572,314,0
125,49,3928,1574,314,0
125,49,3928,1575,314,0
125,49,3928,1578,314,0
125,49,3928,1579,314,0
125,49,3928,1587,314,0
125,49,3928,1598,314,0
125,49,3928,1601,314,0
125,49,3928,1603,314,0
125,49,3928,1607,314,0
125,49,3929,1565,340,0
125,49,3929,1567,340,-17
125,49,3929,1567,340,-8
125,49,3929,1585,340,-8
125,49,3930,1566,340,0
125,49,3930,1567,340,-8
125,49,3931,1565,340,0
125,49,3931,1566,340,-17
125,49,3943,1601,418,0
125,49,3943,1603,418,0
125,49,3944,1632,353,-353
125,49,3957,1607,444,0
125,49,3972,1592,201,-427
125,49,3976,1534,-247,287
125,49,3980,1539,-341,-33
125,49,3988,1510,0,500
125,49,3988,1513,0,500
123,6,3859,221,500,0
123,6,3863,221,366,0
123,6,3864,231,314,0
123,6,3864,235,314,0
123,6,3867,244,340,0
123,6,3868,246,366,-8
123,6,3872,246,392,-9
123,6,3879,231,418,0
123,6,3879,235,418,0
123,6,3884,244,444,0
123,6,3893,273,326,-378
123,6,3894,267,497,11
123,6,3894,274,345,-361
123,6,3894,274,361,-345
123,6,3903,271,253,-400
123,6,3919,276,57,-470
123,6,3924,260,0,-316
123,6,3925,241,27,286
123,6,3926,237,116,173
123,10,3859,323,500,0
123,10,3860,323,444,0
123,10,3862,324,500,0
123,10,3864,318,311,37
123,10,3864,318,312,30
123,10,3864,321,312,23
123,10,3864,321,314,15
123,10,3864,322,314,7
123,10,3864,323,314,0
123,10,3864,324,335,0
123,10,3864,325,340,-8
123,10,3867,313,329,82
123,10,3867,323,340,0
123,10,3889,324,447,0
123,10,3900,371,279,-279
123,10,3915,404,103,-462
123,10,3925,405,469,-46
123,10,3932,399,0,-447
123,10,3940,398,0,-447
123,10,3964,388,291,-304
63,3,1949,157,500,0
63,3,1951,157,500,0
63,3,1951,158,387,-9
63,3,1952,156,366,0
63,3,1952,158,392,-20
63,3,1952,159,391,-29
63,3,1952,165,321,-307
63,3,1952,167,321,-307
63,3,1952,168,321,-307
63,3,1952,170,321,-307
63,3,1952,171,321,-307
63,3,1952,173,321,-307
63,3,1952,175,321,-307
63,3,1953,158,391,-29
63,3,1953,159,391,-29
63,3,1954,156,392,0
63,3,1954,157,392,0
63,3,1954,158,392,0
63,3,1955,156,392,0
63,3,1955,157,392,0
63,3,1956,162,340,-325
63,3,1956,164,340,-325
63,3,1956,165,340,-325
63,3,1956,172,340,-325
63,3,1959,152,351,-351
63,3,1959,158,351,-351
63,3,1959,160,351,-351
63,3,1959,161,351,-351
63,3,1959,163,351,-351
63,3,1959,164,351,-351
63,3,1959,166,351,-351
63,3,1959,168,351,-351
63,3,1964,166,310,-138
63,3,1970,107,351,317
63,3,1975,161,344,-194
63,3,1985,182,189,-181
63,3,1987,195,306,-394
63,3,1992,180,156,-474
63,3,1994,148,-189,180
63,3,2002,164,216,-265
63,3,2002,194,191,-462
63,3,2012,175,0,-447
63,3,2012,197,0,-500
63,3,2021,155,59,-51
3,10,154,384,-219,328
3,10,197,319,-275,83
3,10,202,270,-335,371
3,10,202,277,-497,0
3,10,206,322,-444,10
3,10,210,322,-469,34
3,10,212,323,-444,10
3,10,217,323,-500,0
3,10,217,352,-500,0
3,10,223,323,-471,0
3,10,225,324,-497,-11
3,10,229,323,-340,7
3,10,231,305,-340,17
3,10,231,314,-333,66
3,10,231,320,-339,25
3,10,231,321,-339,25
3,10,232,323,-418,0
3,10,233,324,-444,0
3,10,236,324,-500,0
3,10,237,323,-500,0
3,10,237,323,-497,0
3,10,237,352,-500,0
3,10,238,323,-500,0
67,123,2187,3866,0,500
67,123,2187,3879,-361,345
67,123,2187,3879,-316,386
67,123,2187,3889,0,447
67,123,2188,3881,-11,473
67,123,2188,3882,-468,166
67,123,2201,3891,-179,380
67,123,2225,3950,-236,11
67,123,2231,3936,-209,0
67,123,2235,3940,0,264
67,123,2237,3927,190,-285
67,123,2260,3915,-464,92
67,123,2261,3923,-235,0
67,123,2264,3897,-137,-333
67,123,2266,3913,-500,0
67,123,2267,3892,-387,218
67,123,2268,3903,-333,332
67,123,2269,3903,-340,325
67,123,2269,3907,-392,0
67,123,2270,3903,-441,53
67,123,2270,3903,-340,325
67,123,2270,3908,-392,0
67,123,2271,3905,-391,28
67,123,2271,3907,-500,0
67,123,2271,3907,-392,0
67,123,2271,3908,-500,0
67,123,2272,3906,-391,28
67,123,2272,3908,-366,0
67,123,2273,3905,-366,8
67,123,2273,3907,-500,0
67,123,2274,3898,-490,97
67,123,2274,3908,-500,0
67,123,2274,3908,-444,0
67,123,2279,3912,-500,0
1,77,62,2573,-31,-419
1,77,107,2448,-74,-138
1,77,107,2450,-74,-138
1,77,117,2389,-121,484
1,77,117,2425,-121,484
1,77,120,2416,-121,484
1,77,122,2412,-203,457
1,77,123,2479,-207,366
1,77,124,2428,-361,345
1,77,124,2463,-191,462
1,77,125,2466,-212,423
1,77,125,2475,-230,384
1,77,127,2463,-233,412
1,77,131,2495,-300,-332
1,77,132,2451,-224,447
1,77,132,2456,-224,447
1,77,133,2452,-224,447
1,77,133,2453,-224,447
1,77,133,2479,-309,323
1,77,137,2442,-224,447
1,77,137,2455,-257,429
1,77,139,2446,-345,361
1,77,143,2468,-447,0
1,77,145,2472,-472,-35
1,77,146,2444,-361,345
1,77,149,2439,-345,361
1,77,150,2427,-353,353
1,77,150,2434,-316,386
1,77,150,2438,-335,371
1,77,150,2441,-361,345
1,77,152,2428,-296,402
1,77,153,2429,-351,351
1,77,153,2430,-351,351
1,77,153,2430,-316,386
1,77,153,2434,-334,368
1,77,153,2435,-334,368
1,77,153,2437,-359,343
1,77,154,2431,-326,378
1,77,154,2457,-345,361
1,77,154,2459,-345,361
1,77,155,2431,-326,378
1,77,156,2419,-340,325
1,77,156,2420,-340,325
1,77,156,2422,-340,325
1,77,156,2425,-340,325
1,77,156,2426,-340,325
1,77,156,2426,-316,386
1,77,156,2427,-340,325
1,77,156,2428,-340,325
1,77,156,2430,-316,349
1,77,156,2431,-340,325
1,77,156,2431,-325,340
1,77,156,2431,-316,349
1,77,156,2432,-325,340
1,77,156,2434,-340,325
1,77,157,2419,-340,325
1,77,157,2420,-340,325
1,77,157,2426,-340,325
1,77,157,2427,-340,325
1,77,157,2428,-340,325
1,77,157,2432,-325,340
1,77,157,2434,-340,325
1,77,158,2434,-340,325
1,77,159,2433,-350,316
1,77,159,2433,-340,325
1,77,159,2434,-340,325
1,77,161,2418,-378,326
1,77,161,2424,-378,326
1,77,161,2427,-378,326
1,77,161,2438,-402,296
1,77,164,2438,-408,287
3,120,160,3805,-332,-300
3,120,162,3798,-283,346
3,120,164,3822,-266,-360
3,120,170,3827,-23,-12
3,120,206,3842,-444,10
3,120,207,3841,-342,17
3,120,210,3827,-471,23
3,120,210,3829,-471,23
3,120,210,3831,-471,23
3,120,210,3833,-471,23
3,120,210,3835,-471,23
3,120,210,3837,-471,23
3,120,210,3839,-471,23
3,120,210,3841,-471,23
3,120,210,3842,-469,34
3,120,217,3843,-500,0
3,120,221,3822,-342,327
3,120,223,3875,-500,11
3,120,226,3813,-366,0
3,120,227,3845,-471,-24
3,120,231,3825,-340,17
3,120,231,3826,-340,17
3,120,231,3828,-340,17
3,120,231,3830,-340,17
3,120,231,3832,-340,17
3,120,231,3834,-340,17
3,120,231,3836,-340,17
3,120,231,3838,-340,17
3,120,231,3840,-340,17
3,120,231,3840,-339,25
3,120,231,3841,-339,25
3,120,231,3842,-340,7
3,120,232,3827,-314,0
3,120,232,3845,-444,-22
3,120,233,3844,-444,0
3,120,237,3843,-500,0
2,119,162,3798,-283,346
2,119,178,3827,-473,0
2,119,178,3828,-473,0
2,119,185,3835,-451,-212
2,119,188,3844,-478,144
2,119,192,3843,-500,0
2,119,194,3839,-451,-212
2,118,164,3820,-290,-374
2,118,176,3833,-361,-345
2,118,178,3787,-473,0
2,118,178,3804,-473,0
2,118,181,3775,-316,386
2,118,193,3786,-500,0
3,117,175,3687,-335,371
3,117,181,3684,-109,488
3,117,210,3739,-471,23
3,117,210,3740,-471,23
3,117,210,3741,-473,0
3,117,210,3741,-471,23
3,117,210,3742,-471,-24
3,117,210,3743,-471,23
3,117,210,3745,-471,23
3,117,210,3775,-471,23
3,117,210,3777,-471,23
3,117,213,3742,-444,-10
3,117,214,3741,-500,0
3,117,215,3743,-444,22
3,117,220,3812,-361,-345
3,117,229,3742,-340,-8
3,117,230,3743,-340,-8
3,117,231,3738,-340,17
3,117,231,3739,-340,17
3,117,231,3740,-340,17
3,117,231,3742,-340,17
3,117,231,3743,-340,-8
3,117,231,3744,-340,17
3,117,231,3772,-340,17
3,117,231,3774,-340,17
3,117,231,3776,-340,17
2,116,177,3750,-167,-470
2,116,189,3741,-500,0
2,116,189,3741,-466,-179
2,116,190,3741,-496,-60
73,38,2364,1138,0,500
73,38,2364,1176,0,395
73,38,2382,1158,-351,351
73,38,2462,1184,-394,306
73,38,2475,1191,-478,144
72,39,2309,1201,0,447
72,39,2324,1201,0,447
70,39,2282,1204,-281,381
70,39,2283,1201,22,447
70,39,2306,1207,-283,346
69,38,2264,1158,-144,478
69,38,2285,1227,-298,168
69,38,2286,1236,-55,55
69,38,2293,1178,-142,368
69,38,2320,1156,-277,416
69,38,2324,1194,-462,103
68,37,2260,1204,-107,0
68,37,2274,1142,-283,346
68,37,2286,1190,-447,-23
68,37,2290,1188,-473,0
1,76,95,2396,-323,-309
1,76,99,2405,217,-362
1,76,99,2415,-176,-294
1,76,101,2406,58,-391
1,76,109,2405,-44,-366
1,76,116,2470,-77,-387
1,76,120,2374,-144,478
1,76,127,2442,-16,49
1,76,130,2429,-447,-10
1,76,131,2495,-300,-332
1,76,134,2392,-278,-69
1,76,135,2410,-432,118
1,76,136,2415,-345,361
1,76,141,2404,-497,-11
1,76,150,2407,-498,37
1,76,153,2393,-351,351
1,76,153,2407,-500,0
1,76,153,2408,-500,0
1,76,156,2388,-340,325
1,76,156,2390,-340,325
1,76,156,2392,-340,325
1,76,156,2394,-340,325
1,76,156,2395,-340,325
1,76,156,2397,-340,325
1,76,156,2398,-340,325
1,76,156,2403,-340,325
1,76,156,2407,-340,325
1,76,156,2410,-340,325
1,76,156,2410,-333,332
1,76,156,2412,-340,325
1,76,157,2391,-340,325
1,76,157,2395,-340,325
1,76,157,2398,-340,325
1,76,157,2410,-340,325
1,76,157,2412,-340,325
1,76,158,2399,-441,53
1,76,158,2411,-361,345
1,76,160,2404,-366,0
1,76,161,2394,-378,326
1,76,161,2397,-378,326
1,76,161,2401,-366,8
1,76,162,2394,-490,97
0,75,100,2403,-316,0
0,75,106,2411,-407,111
0,75,110,2381,-442,66
0,75,110,2381,-439,87
0,75,113,2404,-473,0
0,75,114,2403,-473,0
0,75,114,2404,-473,0
0,75,121,2403,-500,0
0,75,122,2403,-500,0
0,75,124,2365,-148,449
0,75,132,2422,-500,-25
1,71,103,2324,195,308
1,71,107,2325,0,0
1,71,113,2329,372,248
1,71,123,2312,-314,0
1,71,137,2300,-418,0
1,71,137,2302,-418,0
1,71,137,2304,-418,0
1,71,137,2313,-418,0
1,71,138,2354,-345,-361
1,71,141,2357,-353,-353
1,71,144,2360,-353,-353
1,71,145,2300,-471,0
1,71,145,2361,-345,-361
1,71,146,2299,-471,23
1,71,146,2300,-471,23
1,71,146,2302,-471,-24
1,71,146,2302,-471,23
1,71,146,2303,-471,23
1,71,146,2304,-471,23
1,71,146,2305,-471,23
1,71,146,2306,-471,23
1,71,146,2307,-471,23
1,71,146,2308,-471,23
1,71,146,2309,-471,23
1,71,146,2311,-471,23
1,71,146,2313,-471,23
1,71,151,2306,-444,22
1,71,155,2312,-417,30
1,71,159,2321,-392,19
1,71,163,2321,-366,18
1,71,165,2302,-340,-8
1,71,166,2300,-340,0
1,71,166,2303,-340,-8
1,71,166,2304,-339,-25
1,71,167,2298,-340,17
1,71,167,2299,-340,17
1,71,167,2300,-340,17
1,71,167,2301,-340,17
1,71,167,2302,-340,17
1,71,167,2303,-340,-17
1,71,167,2303,-340,-8
1,71,167,2303,-340,17
1,71,167,2304,-340,17
1,71,167,2304,-339,-25
1,71,167,2305,-340,17
1,71,167,2306,-340,17
1,71,167,2307,-340,17
1,71,167,2308,-340,17
1,71,167,2310,-340,17
1,71,167,2311,-340,17
1,71,167,2312,-340,17
1,71,168,2301,-314,0
1,71,168,2308,-314,0
1,71,169,2288,-478,144
1,71,169,2302,-314,0
1,71,173,2310,-466,-81
70,125,2230,3930,103,378
70,125,2240,3927,0,500
70,125,2273,3940,0,500
70,125,2283,3942,-351,351
70,125,2284,3942,-351,351
70,125,2289,3942,-351,351
70,125,2289,3966,-217,226
70,125,2291,3935,-314,314
70,125,2294,3952,-353,353
70,125,2295,3942,-351,351
70,125,2300,3945,0,473
70,125,2301,3942,-351,351
70,125,2304,3930,0,340
70,125,2304,3930,0,361
70,125,2304,3931,0,340
70,125,2305,3927,0,314
70,125,2305,3930,-17,340
70,125,2305,3972,-45,150
70,125,2306,3927,0,314
70,125,2306,3930,-25,338
70,125,2306,3942,-351,351
70,125,2306,3960,-408,287
70,125,2306,3969,-88,246
70,125,2307,3927,0,314
70,125,2307,3930,-41,337
70,125,2307,3930,-33,338
70,125,2307,3942,-351,351
70,125,2307,3979,-433,108
70,125,2308,3930,-50,335
70,125,2308,3978,-494,74
70,125,2310,3942,-351,351
70,125,2311,3957,-141,366
70,125,2313,3983,-416,277
70,125,2313,3984,-416,277
70,125,2318,3939,30,416
70,125,2324,3965,-451,212
70,125,2326,3942,-351,351
70,125,2328,3942,-351,351
70,125,2330,3942,-351,351
70,125,2331,3942,-351,351
70,125,2332,3942,-351,351
70,125,2339,3938,-350,316
70,125,2340,3937,-350,316
70,125,2340,3938,-350,316
70,125,2384,3988,-500,0
68,125,2219,3952,-23,447
68,125,2220,3974,-16,20
68,125,2222,3963,-76,303
68,125,2225,3958,-61,307
68,125,2228,3958,-132,400
68,125,2230,3936,-246,435
68,125,2233,3926,-156,474
68,125,2234,3968,-235,245
68,125,2235,3937,-287,408
68,125,2256,3940,-277,416
68,125,2259,3971,-361,345
68,125,2261,3944,-345,361
68,125,2262,3942,-335,371
68,125,2263,3945,-361,345
68,125,2264,3968,-361,345
68,125,2265,3968,-345,361
68,125,2266,3963,-345,361
68,125,2275,3978,-433,108
68,125,2279,3953,-361,345
68,125,2279,3954,-361,345
68,125,2280,3972,-466,179
68,125,2313,3969,-462,191
125,53,3923,1732,500,0
125,53,3924,1724,500,0
125,53,3939,1655,332,332
125,53,3939,1659,332,332
125,53,3939,1660,332,332
125,53,3939,1662,332,332
125,53,3939,1665,332,332
125,53,3939,1667,332,332
125,53,3939,1669,332,332
125,53,3939,1669,340,325
125,53,3939,1670,340,325
125,53,3939,1671,332,332
125,53,3939,1672,332,332
125,53,3939,1673,332,332
125,53,3939,1674,332,332
125,53,3939,1677,332,332
125,53,3939,1698,332,332
125,53,3940,1669,418,-21
125,53,3943,1658,358,343
125,53,3943,1668,440,0
125,53,3943,1668,446,0
125,53,3943,1732,500,-11
125,53,3944,1668,440,0
125,53,3947,1668,466,0
125,53,3948,1668,466,0
125,53,3949,1668,466,0
125,53,3950,1668,471,-11
125,53,3952,1668,492,0
125,53,3954,1668,492,0
125,53,3957,1702,327,342
125,53,3963,1704,291,339
125,53,3963,1709,291,339
125,53,3970,1667,482,132
125,53,3982,1700,-183,-4
125,53,3988,1618,0,500
125,53,3988,1619,0,500
52,1,1660,124,0,-500
52,1,1660,139,0,-500
52,1,1718,124,-361,-345
52,1,1720,128,-361,-345
52,1,1723,111,10,-447
52,1,1723,111,22,-447
52,1,1723,112,10,-447
52,1,1724,111,0,-447
52,1,1724,116,0,-473
52,1,1726,137,0,-500
52,1,1737,106,0,-369
52,1,1739,114,0,-473
52,1,1740,72,149,-250
52,1,1740,73,122,-205
52,1,1740,74,5,-25
52,1,1740,77,-103,154
52,1,1740,139,0,-500
52,1,1741,71,176,-117
52,1,1742,76,-141,-173
52,1,1742,78,71,-362
52,1,1743,70,271,-163
52,1,1746,70,342,-17
52,1,1748,70,289,183
52,1,1748,71,0,0
52,1,1748,72,421,9
52,1,1748,86,387,76
52,1,1749,123,-361,-345
52,1,1752,123,-344,-359
52,1,1753,122,-359,-344
52,1,1753,124,-344,-359
52,1,1753,132,-306,-394
52,1,1754,122,-369,-334
52,1,1754,122,-359,-344
52,1,1754,123,-359,-344
52,1,1755,127,-325,-340
52,1,1755,128,-316,-386
52,1,1756,123,-344,-359
52,1,1756,130,-324,-376
52,1,1758,120,0,-500
52,1,1758,126,-340,-325
52,1,1758,131,-316,-386
52,1,1759,127,-325,-340
52,1,1760,127,-325,-340
52,1,1762,128,-353,-353
52,1,1764,75,-316,0
52,1,1764,123,-344,-359
52,1,1766,122,-351,-351
52,1,1767,123,-344,-359
52,1,1767,127,-325,-340
52,1,1770,127,-325,-340
52,1,1773,119,-345,-361
52,1,1773,120,-345,-361
52,1,1776,123,-344,-359
52,1,1781,75,-354,0
52,1,1786,75,-500,0
52,1,1789,94,-361,-345
54,0,1727,91,191,-462
54,0,1730,92,378,-326
54,0,1735,91,121,-484
54,0,1735,92,121,-484
54,0,1741,45,-96,92
54,0,1741,98,167,-470
54,0,1746,79,43,-446
54,0,1747,78,22,-447
54,0,1747,79,33,-446
54,0,1748,82,-470,-167
54,0,1752,77,-478,-144
54,0,1758,79,-478,-144
54,0,1759,75,-485,0
54,0,1760,94,-277,-416
54,0,1761,75,-500,0
54,0,1762,75,-500,0
54,0,1765,93,-353,-353
54,0,1766,80,-482,-132
54,0,1770,81,-482,-132
78,125,2416,3981,494,74
78,125,2417,3987,500,0
78,125,2418,3982,494,74
78,125,2421,3983,492,85
